2024-08-26	01	429	20
2024-08-26	02	429	24
2024-08-26	03	429	11
2024-08-26	04	429	23
2024-08-26	05	429	12
2024-08-26	06	429	25
2024-08-26	07	429	20
2024-08-26	08	429	26
2024-08-26	09	429	29
2024-08-26	10	429	15
2024-08-26	11	429	14
2024-08-26	13	429	14
2024-08-26	14	429	20
2024-08-26	15	429	25
2024-08-26	16	429	22
2024-08-26	17	429	29
2024-08-26	18	429	4
2024-08-26	18	502	1
2024-08-26	18	429	20
2024-08-26	19	429	15
2024-08-26	20	429	30
2024-08-26	21	429	27
2024-08-26	21	502	1
2024-08-26	22	502	2
2024-08-26	22	503	1
2024-08-26	23	502	2
2024-08-26	23	429	16
2024-08-27	00	429	1
2024-08-27	00	502	1
2024-08-27	00	503	1
2024-08-27	00	502	1
2024-08-27	00	429	4
2024-08-27	01	429	2
2024-08-27	01	502	1
2024-08-27	01	429	20
2024-08-27	02	429	1
2024-08-27	02	502	1
2024-08-27	02	429	8
2024-08-27	03	504	1
2024-08-27	04	502	2
2024-08-27	04	503	1
2024-08-27	05	503	2
2024-08-27	06	502	1
2024-08-27	06	503	1
2024-08-27	07	502	3
2024-08-27	07	503	1
2024-08-27	07	502	2
2024-08-27	07	429	10
2024-08-27	07	502	2
2024-08-27	08	503	2
2024-08-27	08	429	16
2024-08-27	08	502	3
2024-08-27	08	503	3
2024-08-27	08	502	6
2024-08-27	08	503	3
2024-08-27	08	502	2
2024-08-27	09	429	53
2024-08-27	10	429	52
2024-08-27	11	502	3
2024-08-27	12	429	80
2024-08-27	13	502	3
2024-08-27	13	429	10
2024-08-27	15	502	1
2024-08-27	15	429	63
2024-08-27	16	429	29
2024-08-27	17	429	55
2024-08-27	19	429	29
2024-08-27	20	429	36
2024-08-27	21	429	68
2024-08-27	21	502	1
2024-08-27	22	429	7
2024-08-27	22	502	4
2024-08-27	22	429	9
2024-08-27	23	429	49
2024-08-28	00	502	4
2024-08-28	01	502	6
2024-08-28	01	503	5
2024-08-28	01	504	1
2024-08-28	01	502	1
2024-08-28	01	503	1
2024-08-28	01	502	1
2024-08-28	01	503	2
2024-08-28	01	502	3
2024-08-28	01	503	1
2024-08-28	01	502	6
2024-08-28	02	503	2
2024-08-28	02	502	2
2024-08-28	02	504	1
2024-08-28	02	502	1
2024-08-28	02	503	1
2024-08-28	02	504	1
2024-08-28	02	502	1
2024-08-28	02	503	2
2024-08-28	02	504	1
2024-08-28	02	502	2
2024-08-28	02	504	1
2024-08-28	02	503	1
2024-08-28	02	502	2
2024-08-28	02	503	2
2024-08-28	02	502	3
2024-08-28	02	503	2
2024-08-28	02	502	6
2024-08-28	02	503	4
2024-08-28	02	502	4
2024-08-28	03	502	1
2024-08-28	03	503	8
2024-08-28	03	502	3
2024-08-28	04	429	1
2024-08-28	05	429	54
2024-08-28	05	502	1
2024-08-28	06	429	3
2024-08-28	06	502	2
2024-08-28	07	502	1
2024-08-28	09	502	2
2024-08-28	11	502	1
2024-08-28	12	502	1
2024-08-28	12	429	23
2024-08-28	13	429	38
2024-08-28	13	502	3
2024-08-28	14	429	40
2024-08-28	15	429	51
2024-08-28	15	502	1
2024-08-28	16	429	51
2024-08-28	17	429	3
2024-08-28	17	502	1
2024-08-28	18	502	3
2024-08-28	19	429	23
2024-08-28	19	502	3
2024-08-28	20	502	4
2024-08-28	20	429	3
2024-08-28	20	502	1
2024-08-28	21	429	1
2024-08-28	23	502	3
2024-08-28	23	429	3
2024-08-28	23	502	1
2024-08-29	00	502	2
2024-08-29	00	429	7
2024-08-29	01	502	1
2024-08-29	01	503	3
2024-08-29	01	429	5
2024-08-29	02	429	8
2024-08-29	02	502	3
2024-08-29	02	429	5
2024-08-29	03	502	7
2024-08-29	04	429	3
2024-08-29	04	502	5
2024-08-29	04	504	1
2024-08-29	04	502	3
2024-08-29	05	502	4
2024-08-29	05	429	4
2024-08-29	05	502	6
2024-08-29	06	429	24
2024-08-29	07	429	16
2024-08-29	07	502	4
2024-08-29	08	502	3
2024-08-29	08	429	3
2024-08-29	09	503	3
2024-08-29	09	429	10
2024-08-29	10	429	36
2024-08-29	11	429	49
2024-08-29	12	429	18
2024-08-29	12	502	2
2024-08-29	13	502	1
2024-08-29	13	429	12
2024-08-29	13	502	3
